STORE,Urban_Rural,Market_Name,ST,Population,Asian_Pop,African_American_Pop,Hispanic_Pop,House_Holds,Median_Age,Median_Income,Median_Housing_Value,Total_Older_Vehicles,Total_Vehicles
293,U,Los Angeles,CA,64967,1512,15371,33962,18916,29.543236,38384.13855,182765.6573,46230.85608,58258.77723
294,U,Los Angeles,CA,37697,2074,5555,13386,12347,34.64413,64036.59962,287261.1705,25065.99162,34215.46888
295,U,Los Angeles,CA,22691,763,4752,10291,7416,34.75162,36350.54537,209812.3706,15541.98735,19546.68925
296,U,Los Angeles,CA,58237,4833,10767,33064,19943,31.127618,25436.71867,360637.5591,26028,33494
297,U,Los Angeles,CA,36171,5552,7760,21013,10991,32.722424,34230.64588,425897.6564,20327,26361
298,U,Los Angeles,CA,46535,765,587,44329,12276,32.544412,20929.27246,397007.5503,23240,29413
299,U,Los Angeles,CA,30756,3274,7809,13725,11359,38.588536,47206.0186,877522.2041,14380,20905
3,R,Columbus-Tupelo,MS,21122,115,4028,322,8318,42.216689,40564.91795,99270.27038,16512.79466,20310.86913
30,R,Fresno-Visalia,CA,27520,670,145,24569,7572,29.799651,32404.4609,183775.6874,18195,23002
300,U,Los Angeles,CA,29650,499,1784,26439,6897,31.572145,22031.8486,365204.6836,15453,20090
301,U,Los Angeles,CA,25782,631,6722,17541,7986,35.243515,31600.15216,543889.0436,14207,18808
302,U,Los Angeles,CA,1,470,7073,44426,12265,31.219991,16855.34008,364653.0161,,34277
303,U,Los Angeles,CA,31843,4436,514,19895,9799,38.48323,49143.48491,650577.0109,15861,22456
304,U,Los Angeles,CA,27800,146,1485,26206,6241,32.268878,20363.27363,357342.2676,15567.09791,19429.3058
305,U,Los Angeles,CA,30429,7059,468,22305,9176,38.024703,27161.68905,469590.3165,15542,20311
306,U,Los Angeles,CA,29099,165,7677,21532,6834,30.11543,19830.9044,303664.309,18460,22843
306,U,Los Angeles,CA,29099,165,7677,21532,6834,30.11543,19830.9044,303664.309,18460,22843
307,U,Los Angeles,CA,26023,2432,3429,3725,12074,38.378619,82804.76087,978838.352,10103,17995
307,U,Los Angeles,CA,26023,2432,3429,3725,12074,38.378619,82804.76087,978838.352,10103,17995
308,U,Los Angeles,CA,44380,387,16177,26395,11828,31.538089,19021.21368,347282.7932,26210.35435,32686.31894
309,U,Los Angeles,CA,12828,173,7156,5559,4052,39.222903,50290.02697,435230.9615,8131.701284,11000.95775
31,U,Los Angeles,CA,33820,848,2581,27724,8566,31.160769,37240.08072,297859.8117,21691.21576,28417.13305
310,U,Los Angeles,CA,20135,917,705,18094,5971,34.759096,16030.02086,458022.6738,8594.990463,11097.47247
311,U,Los Angeles,CA,38540,7702,1807,28446,14051,36.308799,19432.79536,535641.9861,14316.49231,20131.14835
312,U,Los Angeles,CA,42953,1320,385,41705,11046,36.453799,27089.00615,385042.5229,26231,36454
313,U,Los Angeles,CA,33520,623,11315,21859,9841,37.146704,25300.27464,440474.4751,18834,24340
314,U,Los Angeles,CA,29962,9921,434,15286,9284,38.13171,43786.22095,512481.6434,15489,24700
315,U,Los Angeles,CA,21184,125,1222,19714,4778,31.182284,30020.92716,371552.4504,12481.30716,15764.59429
315,U,Los Angeles,CA,21184,125,1222,19714,4778,31.182284,30020.92716,371552.4504,12481.30716,15764.59429
316,U,Los Angeles,CA,22792,211,1240,19811,4698,32.275039,39633.64075,365764.4289,12228.12398,15887.25829
317,U,Los Angeles,CA,23455,119,149,21838,5423,33.384076,27642.16125,366142.1689,,15004.24322
318,U,Los Angeles,CA,34726,1697,216,32072,10075,36.349435,34056.56779,407471.9131,20608,27913
319,U,Los Angeles,CA,43914,6176,1282,34292,11914,34.219693,40318.56442,433066.31,26972,36703
32,U,Los Angeles,CA,33942,976,3492,19214,10083,31.009567,-12,189348.6005,23563.31777,30952.25879
32,U,Los Angeles,CA,33942,976,3492,19214,10083,31.009567,-12,189348.6005,23563.31777,30952.25879
320,U,Los Angeles,CA,52323,4988,9963,32240,15011,32.167072,35794.88021,340149.2885,29768,38400
321,U,Los Angeles,CA,53002,4928,1827,43477,13761,36.474775,51868.78973,402455.8993,30600.44087,41595.95501
322,U,Los Angeles,CA,21730,196,413,20893,4501,32.840014,30415.87791,393752.7707,15903,19823
323,U,Los Angeles,CA,29910,631,5328,,9037,29.685604,31128.60716,189303.2044,22786.52832,27903.70075
324,U,Los Angeles,CA,29480,715,3887,21771,8458,32.141801,40908.2845,187937.5174,22703.86514,28606.11692
325,U,Los Angeles,CA,1,1714,3683,22057,9409,33.939258,42903.16711,387770.2054,19438,25689
326,U,Los Angeles,CA,61831,4288,10789,35004,19761,36.478935,49214.30855,569576.7126,,43416
327,U,Los Angeles,CA,21884,1209,1269,18674,6785,32.086762,39393.82467,347705.4616,16873,20769
328,U,Los Angeles,CA,55947,7802,1672,31205,17619,37.878412,55417.09303,454548.3232,30780,43830
329,U,Los Angeles,CA,21395,9673,156,12253,6119,39.0534,44406.35298,466449.5207,11593,16063
33,U,Los Angeles,CA,49377,1708,8159,25822,13874,30.12411,47405.77846,193316.0288,32014.02316,43323.72578
330,U,Los Angeles,CA,16323,1607,378,7457,5605,42.499062,74168.6549,429503.5245,8900.464103,12848.82821
331,U,Los Angeles,CA,50261,1472,403,42372,15887,37.915861,53769.15495,451965.7923,27671.61048,38076.48337
332,U,Los Angeles,CA,17344,3318,556,9291,5133,39.301153,70953.38653,553591.4925,9759,14343
333,U,Los Angeles,CA,21562,2296,1100,3599,9807,37.879473,82834.76306,715592.6998,9532,17209
334,U,Los Angeles,CA,1,7451,167,36987,10188,33.7393,33079.61036,408981.4751,25681,33170
335,U,Los Angeles,CA,15582,69,51,15260,3778,34.039244,28238.89867,415199.8372,8389.508565,10699.40811
336,U,Los Angeles,CA,20548,76,69,19582,5028,33.76205,-12,380496.458,10976.89364,14186.2702
336,U,Los Angeles,CA,20548,76,69,19582,5028,33.76205,-12,380496.458,10976.89364,14186.2702
337,U,Los Angeles,CA,28310,2640,321,23401,6765,33.587909,41801.92858,439110.9914,17483,23344
338,U,Los Angeles,CA,33295,1804,874,25302,8218,35.201562,57631.93257,396774.5628,20136,27864
339,U,Los Angeles,CA,1,2748,1891,12829,5820,33.957977,40946.14426,447971.5792,11092.00149,15035.44534
34,U,Los Angeles,CA,42958,1305,6202,31904,11263,32.45176,50649.3982,236072.23,30779.46015,40557.14228
340,U,Los Angeles,CA,37938,14313,409,9988,14556,41.861827,65957.79714,507889.5396,21194,33391
341,U,Los Angeles,CA,36317,5485,1272,,11412,34.317727,35746.34816,508273.5327,18684,27068
342,U,Los Angeles,CA,36175,4022,1503,21276,11544,35.957926,52042.18916,467119.2986,20454,29360
343,U,Los Angeles,CA,51101,3536,1903,43369,13096,30.516766,26200.82995,311756.5657,28506.4116,37068.38432
344,U,Los Angeles,CA,37273,3167,636,21541,11834,37.583371,74599.75062,522807.3712,19962.06797,28452.53332
345,U,Los Angeles,CA,53356,1448,1603,48595,13918,32.378915,34309.14538,382084.3239,31585.77574,40383.90199
346,U,Fresno-Visalia,CA,29233,1288,1009,18631,9507,31.224678,44255.01929,193080.8212,20305.36202,25454.61176
347,R,Fresno-Visalia,CA,42271,1227,1132,34472,12290,30.931066,-12,262145.4979,30234,38741
347,R,Fresno-Visalia,CA,42271,1227,1132,34472,12290,30.931066,-12,262145.4979,30234,38741
348,U,Fresno-Visalia,CA,44197,5030,2904,,13081,28.963633,26024.98142,144128.9876,28876,34892
349,R,Salinas-Monterrey,CA,9497,106,17,7930,2079,30.836874,74214.93703,407930.6667,6140,7812
35,U,Fresno-Visalia,CA,24361,951,269,16341,6900,30.678733,32489.63027,159983.9542,14911.79063,18650.84022
350,R,Salinas-Monterrey,CA,14005,172,74,13261,3506,30.604548,42588.13859,239086.994,9829,12113
351,U,Salinas-Monterrey,CA,27460,287,96,26602,5832,30.116937,32025.63977,292847.4966,20369,23944
352,U,Salinas-Monterrey,CA,20886,608,196,13160,6063,36.118099,88725.70071,447971.3388,16571.33081,20896.81806
353,U,Salinas-Monterrey,CA,46933,2819,924,36112,12781,34.444727,72678.29137,315723.6294,30729.39032,39267.05735
354,U,San Francisco-Oakland-San Jose,CA,51595,1075,461,25811,17899,36.72056,83674.7147,530589.2705,32265,42842
355,R,Sacramento-Stockton,CA,27137,474,230,1977,12096,51.177938,66013.2543,343292.4244,23110,28235
356,U,Los Angeles,CA,33889,1457,335,22441,10431,33.456352,54202.5431,494245.8497,19926.08296,27091.26009
357,U,Los Angeles,CA,57513,21159,1951,13942,18447,41.076705,85824.82312,591597.6927,29644,45011
358,U,Los Angeles,CA,39995,6555,1270,24362,10532,33.933452,53266.04448,462264.706,22209.19774,30680.39356
359,U,Los Angeles,CA,13028,1552,218,6350,4256,38.559302,62191.681,496096.121,7646.050337,10858.3816
36,U,Sacramento-Stockton,CA,21626,3296,1383,4348,6922,39.010316,93902.10381,367329.5637,13457,18603
360,U,Los Angeles,CA,10825,5664,90,3829,3207,41.720296,50581.74882,412327.6548,6265,8448
361,U,Los Angeles,CA,17077,2617,349,9866,5901,38.604544,66987.1659,402119.1735,9216.648398,13351.5227
362,U,Los Angeles,CA,29972,2993,262,7572,10139,40.875007,102373.7008,592691.4807,16794,24806
363,U,Los Angeles,CA,11606,1355,81,7804,3466,37.306531,78351.30648,604263.8289,7640.34235,10400.72426
364,U,Los Angeles,CA,19786,841,107,20197,4030,30.16496,31764.9675,327998.6864,10514,13088
365,U,Los Angeles,CA,55582,1505,551,52000,9908,33.892697,35351.64859,398982.0511,30936,
366,U,Los Angeles,CA,50941,15314,397,33103,11275,38.729235,45003.32551,336256.7314,28744,37012
367,U,Los Angeles,CA,40578,14957,407,13947,11325,39.333121,53396.4725,504843.7736,21869,29597
368,U,Los Angeles,CA,30717,20733,249,8598,8974,42.26554,51491.79393,440349.1239,19775,26569
369,U,Los Angeles,CA,31676,5842,450,6052,10341,40.145413,108266.5878,728360.7133,15065,25017
37,U,Los Angeles,CA,24834,577,2362,8350,8020,34.395132,48324.53676,208996.5852,17056.37727,22350.40634
370,U,Sacramento-Stockton,CA,61968,6392,1105,7679,21683,37.161937,104288.0453,433164.6863,33548,49771
371,U,Los Angeles,CA,17149,515,1789,13957,4455,31.08737,29311.73952,294377.8581,12175,14786
372,R,Los Angeles,CA,14098,172,1423,,5056,39.089467,33836.11257,133884.8368,9167.037944,12223.48049
373,U,Palm Springs,CA,51240,2427,1285,,18162,39.019354,47867.92504,255182.9512,33051.72507,45857.25857
374,U,Los Angeles,CA,55481,3922,2135,36381,16942,33.957708,66293.94054,340625.433,44198.93694,60588.81278
375,U,Los Angeles,CA,32679,751,1590,13819,10444,35.549833,40460.4479,204274.5303,20235.34057,26529.5033
376,U,Palm Springs,CA,38025,674,851,33165,12084,37.362073,35022.7433,208564.6844,26299.98063,35403.61254
377,U,Los Angeles,CA,38268,1412,1629,20501,10986,32.270516,64063.22928,307700.8758,23576.49162,32490.19522
377,U,Los Angeles,CA,38268,1412,1629,20501,10986,32.270516,64063.22928,307700.8758,23576.49162,32490.19522
378,U,Los Angeles,CA,27346,1132,947,13206,7815,33.497081,55544.00347,263385.8416,16411.98999,21939.56476
379,U,Palm Springs,CA,47035,1711,1042,17147,17809,42.387361,77901.95684,365995.5232,25633.28947,39565.80622
38,R,San Diego,CA,1,484,263,7662,10310,40.110301,87289.16219,473662.3205,23572.07313,31369.37111
380,U,Los Angeles,CA,36170,2014,2447,12521,11475,35.985057,69681.61156,335093.9743,20178,29856
381,U,Los Angeles,CA,24224,248,199,17898,5517,33.858178,57770.53063,382042.1376,18626,24388
382,U,Los Angeles,CA,43493,1972,7513,26003,11951,31.528626,46229.04279,254605.7605,25003,33362
382,U,Los Angeles,CA,43493,1972,7513,26003,11951,31.528626,46229.04279,254605.7605,25003,33362
383,U,Los Angeles,CA,40396,2411,1999,12625,13597,35.914853,79135.31644,371119.0546,22103.38482,31727.09877
384,U,Palm Springs,CA,19772,741,329,5686,8344,46.178192,68857.92166,378812.9319,10741.26449,16562.14565
385,U,Palm Springs,CA,35058,1265,1707,11128,15763,45.686833,60674.15683,403382.8788,19496.93097,29716.19132
386,U,Los Angeles,CA,25465,309,1961,20240,5918,32.487316,30616.8688,189228.7589,19553.52583,24109.63002
387,U,Los Angeles,CA,23038,980,1186,15936,6998,31.946992,42769.59072,292491.6849,15556.69799,20379.69724
388,U,Los Angeles,CA,49610,3817,3584,22059,12790,34.948597,77728.44868,405848.8977,,42446.23654
389,U,Los Angeles,CA,18910,672,339,15168,4465,31.899614,50793.188,298854.492,12767.64735,16249.6844
39,U,Los Angeles,CA,39155,3073,1579,31947,8576,32.016138,40716.35462,327784.3996,25846,32448
390,U,Los Angeles,CA,27924,725,1390,10702,9724,35.492093,60958.6855,339872.2906,15479,21682
391,U,Los Angeles,CA,16985,1098,863,9901,5026,35.323839,58844.98222,282580.3366,10328,14228
392,U,Los Angeles,CA,33123,864,1310,26609,8353,33.002645,42587.3618,246767.3586,23240.99499,30446.9868
393,U,Los Angeles,CA,69881,5740,2575,16808,20704,35.023808,96285.64317,435132.1108,34801.12375,53176.22987
394,U,Sacramento-Stockton,CA,25844,918,672,4541,9985,36.648019,63386.66693,271114.6333,17319,22133
394,U,Sacramento-Stockton,CA,25844,918,672,4541,9985,36.648019,63386.66693,271114.6333,17319,22133
395,R,Sacramento-Stockton,CA,1,1066,490,13128,8731,36.636572,67899.05132,313253.8374,19022.72761,25227.54291
395,R,Sacramento-Stockton,CA,1,1066,490,13128,8731,36.636572,67899.05132,313253.8374,19022.72761,25227.54291
396,U,Sacramento-Stockton,CA,35887,1842,3433,10239,11420,32.360451,44298.57244,209273.1629,24709,30538
397,U,Sacramento-Stockton,CA,20500,2433,1460,2884,9602,38.501268,80997.8719,471453.2875,13771,19732
398,U,Sacramento-Stockton,CA,15616,2259,3281,5314,4862,31.306461,28116.53311,177729.1787,11671.72584,13680.61123
399,U,Sacramento-Stockton,CA,1,3105,3020,6593,11407,36.608717,63009.59933,257327.9331,20992.98325,28804.09156
4,U,Lafayette IN,IN,23245,356,1738,4419,10007,34.422207,46588.53452,95069.52144,15787.10136,19450.96845
40,U,Los Angeles,CA,29457,141,9605,21192,7465,31.836056,29722.63218,301780.7239,18703.37255,
400,U,Sacramento-Stockton,CA,34451,7751,8449,12082,10076,32.480128,40532.64695,219260.6148,22219.72842,26964.94216
401,U,Sacramento-Stockton,CA,33733,7690,8518,11730,9738,34.269946,34915.00098,205508.7025,22533,27083
402,U,Sacramento-Stockton,CA,43774,6778,4987,16648,13633,36.052284,38075.89807,210461.2418,27244.05882,32811.3905
403,U,Sacramento-Stockton,CA,21143,1109,2654,6752,8917,36.923824,37667.63832,243579.5113,15619,19283
404,U,Sacramento-Stockton,CA,14823,741,1413,3052,6209,39.620333,50340.19719,319614.7784,9965,12764
405,R,Salinas-Monterrey,CA,48298,1448,358,33225,13204,34.337186,84513.01538,457192.4877,32061,42781
406,U,Los Angeles,CA,24982,611,2249,10317,8331,35.458995,45329.75354,208502.3098,17080.20344,22421.2837
407,U,Los Angeles,CA,16791,399,1250,15178,4570,33.935323,46126.32136,259191.8783,12855.45164,16815.09252
408,U,Los Angeles,CA,22893,1582,571,15179,5818,34.638846,65698.05513,383541.4627,13622.67418,19052.96792
409,U,Los Angeles,CA,41801,12253,1252,15023,13175,38.642042,107026.8677,549552.7066,23176,36118
41,U,Los Angeles,CA,1,2980,4609,20601,13510,34.50559,58169.15212,275755.405,27059.48515,37412.88571
41,U,Los Angeles,CA,1,2980,4609,20601,13510,34.50559,58169.15212,275755.405,27059.48515,37412.88571
410,U,Los Angeles,CA,57029,1050,2223,53121,14271,31.526583,38275.89204,268405.2718,42700.39955,54738.38323
411,U,Los Angeles,CA,23674,1104,2640,12270,7991,33.079779,49673.83746,240610.3866,14598,
412,U,Los Angeles,CA,37319,616,1688,20701,11736,32.039136,42769.31083,188017.3722,28079.07843,36356
412,U,Los Angeles,CA,37319,616,1688,20701,11736,32.039136,42769.31083,188017.3722,28079.07843,36356
413,U,Los Angeles,CA,41084,3815,1518,33121,10823,33.932604,46135.43757,320094.9236,28118,36683
414,U,Los Angeles,CA,26073,1508,1283,21158,6806,33.741449,51841.21486,310520.1522,18867,25491
415,U,Los Angeles,CA,29405,927,1366,25775,8097,32.470559,37433.22904,319279.0429,19454,25063
416,U,Los Angeles,CA,27803,2184,1869,22754,7916,33.460854,51149.36011,330210.9276,19007,25731
417,R,Los Angeles,CA,33705,1418,500,10614,10728,38.664296,60346.68008,251498.9135,24844.76255,32257.41656
418,U,Los Angeles,CA,32595,542,3702,26752,8548,31.29488,33409.65179,172949.1503,22129.77759,28503.54894
419,U,Los Angeles,CA,19764,394,3211,14089,4677,29.795132,40915.80905,261697.3682,12195.82479,16064.63736
42,U,Salinas-Monterrey,CA,35453,2782,2630,,11030,33.122881,69876.81085,502613.7192,20700.52045,27045.60856
420,U,Los Angeles,CA,22868,337,2809,17576,6783,29.992605,28880.10521,208813.8782,16267.84785,
421,R,Los Angeles,CA,22893,556,2342,4511,8481,29.055104,40734.16765,104287.5065,12648.48674,16955.24055
422,U,Los Angeles,CA,36011,2694,2028,17381,12685,37.925887,68445.33479,410587.6199,22081.7061,31515.24233
423,U,Los Angeles,CA,37893,1461,5395,18222,11367,30.488082,50736.74169,289301.8048,21912,30494
424,U,San Diego,CA,12325,332,278,8711,3546,38.379943,47178.20511,427269.9594,11901,14728
424,U,San Diego,CA,12325,332,278,8711,3546,38.379943,47178.20511,427269.9594,11901,14728
425,U,San Diego,CA,71178,9774,4186,40606,22227,37.3038,81935.50843,487118.1666,43964.93779,63883.62211
426,U,San Diego,CA,25670,777,685,6171,8969,38.73545,67848.48372,367156.5244,18233,24261
427,R,El Centro-Yuma,CA,8633,131,41,6320,2515,32.241805,44439.16089,197762.1324,7404,9399
428,U,San Diego,CA,28788,1008,808,,7624,30.065607,39058.60869,325249.0169,18587,23107
429,U,San Diego,CA,40835,2050,871,25369,11826,33.352438,54568.57074,290566.1104,27049,34671
43,U,Los Angeles,CA,36829,5670,1893,15646,13657,39.865016,68609.17541,541419.171,20072.34459,27845.87657
430,U,San Diego,CA,28974,1177,514,15481,8268,34.534245,63360.53672,428179.45,18943,24423
431,U,San Diego,CA,26714,1515,4059,11193,8049,37.664771,48996.58876,379765.1519,18794,23940
432,U,San Diego,CA,16452,594,105,2153,6995,41.56068,112828.1967,1190347.505,9512,14596
433,U,San Diego,CA,13127,642,439,11376,4129,35.257941,25729.41304,341441.7801,13192,15399
434,U,San Diego,CA,29462,4433,1990,18904,8034,40.901449,44838.41236,376400.0224,21077.82629,26501.19358
435,U,San Diego,CA,36149,2076,2195,18571,11013,35.719794,62603.54469,326248.4435,21595.15293,30124.95165
436,U,San Diego,CA,17639,494,794,10303,6798,33.556103,52892.83814,569622.7107,,16652.9989
437,U,San Diego,CA,30827,3332,507,6745,10355,38.412106,93147.40487,572870.5077,20699.98627,28839.3034
437,U,San Diego,CA,30827,3332,507,6745,10355,38.412106,93147.40487,572870.5077,20699.98627,28839.3034
438,U,San Diego,CA,17381,382,144,1632,8838,35.575726,81809.66429,773773.4912,10468.89168,14179.69231
439,U,San Diego,CA,21819,1275,2219,6691,11141,33.76042,54842.63518,487000.8035,12549,17342
44,U,Los Angeles,CA,1,4570,2726,27694,19453,34.93689,72863.38214,355609.8261,32770,46881
440,U,San Diego,CA,22937,4658,3491,11724,7739,31.346257,22457.28107,315541.5921,13482,16174
441,U,San Diego,CA,23121,4228,5162,9502,6499,35.411007,37836.1352,334121.1725,15298.85927,20304.11042
441,U,San Diego,CA,23121,4228,5162,9502,6499,35.411007,37836.1352,334121.1725,15298.85927,20304.11042
442,U,San Diego,CA,15479,325,803,10731,5598,34.01701,30478.76588,453160.2167,9307,11557
443,U,San Diego,CA,30131,3567,3514,18546,9560,31.378298,24289.67243,403033.8424,19996,24001
444,U,San Diego,CA,11107,149,779,9832,2930,34.311812,20056.94598,395000.0567,9421,11107
445,U,San Diego,CA,24826,398,466,22185,6278,33.952333,28238.50153,379442.3853,41726.99596,49876.93785
446,U,San Diego,CA,42929,2811,6304,23489,12296,35.880356,51538.56281,361619.2065,32067.7235,40801.47347
447,U,San Diego,CA,17840,773,480,6782,5782,34.741262,62867.31502,385020.0022,10940,14837
447,U,San Diego,CA,17840,773,480,6782,5782,34.741262,62867.31502,385020.0022,10940,14837
448,U,Los Angeles,CA,30942,409,448,27864,6957,34.435644,42778.66618,391791.0437,18552,24708
449,U,Sacramento-Stockton,CA,48402,2848,486,14815,18391,38.683536,76052.07587,326041.8129,29619,40619
45,R,Fresno-Visalia,CA,29809,1094,249,25536,8478,33.753819,37839.58647,202370.8618,19345.7657,24653.71872
450,U,Sacramento-Stockton,CA,42466,12661,6611,16580,12679,31.570765,40555.93477,184846.2409,26514,33380
451,U,Sacramento-Stockton,CA,39758,2351,3855,18350,15692,34.69296,42583.3092,207570.7174,27126.07872,34286.18513
452,U,Santa Barbara-Santa Maria-San Luis Obispo,CA,39254,1222,1717,22442,13402,33.025737,46947.12139,259162.7156,26255,32833
453,U,Santa Barbara-Santa Maria-San Luis Obispo,CA,34644,981,597,21014,13590,34.022881,69071.49385,932763.8768,21768,28829
454,U,Santa Barbara-Santa Maria-San Luis Obispo,CA,67529,2020,755,54568,16988,30.635937,45050.29552,300152.8053,46985.5271,57319.611
455,U,San Francisco-Oakland-San Jose,CA,46544,2963,800,32371,13448,33.611989,90932.38903,583953.8729,30908.87699,41530.23033
456,U,Sacramento-Stockton,CA,31738,3917,6832,10457,9992,34.249751,72622.09812,325303.0422,21587.42079,27851.15237
457,U,Sacramento-Stockton,CA,51784,3152,4469,12693,17854,35.146491,86353.805,365159.9914,31071.20732,42743.80846
458,U,San Francisco-Oakland-San Jose,CA,18696,4491,4128,5299,6838,42.253027,91385.54702,368560.184,12373.08102,16457.39183
459,U,Sacramento-Stockton,CA,29330,2265,1505,20471,8064,31.566403,26623.09465,158707.4737,23812,27831
46,U,Los Angeles,CA,1,18707,415,,15172,37.255529,37760.88907,440414.1024,32998,44371
460,U,Sacramento-Stockton,CA,31643,1591,1181,10397,11889,37.249325,65546.34943,269366.0991,19273.73163,25432.05654
461,U,Sacramento-Stockton,CA,21607,465,211,6536,7642,34.491017,-12,272745.0345,14832.01999,19546.35198
461,U,Sacramento-Stockton,CA,21607,465,211,6536,7642,34.491017,-12,272745.0345,14832.01999,19546.35198
462,U,Sacramento-Stockton,CA,64962,5140,1305,27491,23106,34.975626,60218.0736,278161.367,41139,55541
463,U,Fresno-Visalia,CA,10951,123,106,5364,3655,32.143585,44096.01224,207783.1207,7172.55739,9342.104123
464,U,Fresno-Visalia,CA,23437,1182,249,14798,7097,29.779054,50373.40897,190507.7351,14470.64693,18923.39743
465,R,Sacramento-Stockton,CA,23415,401,148,2409,10273,48.1829,64065.3174,264970.5842,20176.14676,25260.06877
466,R,Los Angeles,CA,17062,227,85,13048,4970,37.646179,64953.03851,364599.8386,12157,15853
467,U,Los Angeles,CA,29410,2093,396,10074,8774,38.54184,113235.8404,645781.2751,16247.75219,24572.37501
468,U,Los Angeles,CA,87536,2988,1807,71017,17820,32.156914,53030.13591,369419.017,52881,64958
469,U,Los Angeles,CA,33467,1362,948,24339,9350,35.946972,67976.66358,486439.3162,19734,26009
469,U,Los Angeles,CA,33467,1362,948,24339,9350,35.946972,67976.66358,486439.3162,19734,26009
47,U,Sacramento-Stockton,CA,18972,5947,2872,5472,5866,36.982643,40233.48466,182601.3675,16604,20128
470,R,Los Angeles,CA,22344,171,133,,6257,33.612375,47735.41116,355219.9193,14984,18656
471,U,Los Angeles,CA,21201,1591,186,7662,6648,38.031126,89452.54101,508016.2219,14006,19717
472,U,Los Angeles,CA,37645,3196,447,10444,13220,40.034629,88509.21429,456714.2112,22624,32598
473,U,Los Angeles,CA,29474,938,419,8384,12427,39.780451,78517.6713,481585.7838,18906,25495
473,U,Los Angeles,CA,29474,938,419,8384,12427,39.780451,78517.6713,481585.7838,18906,25495
474,U,Sacramento-Stockton,CA,25916,1968,1086,10363,9419,34.597172,36865.02045,226050.6332,16271,27569
475,U,Sacramento-Stockton,CA,33416,1082,428,16229,12299,38.52029,65897.33122,339367.1504,21568.841,27717.59984
476,U,Sacramento-Stockton,CA,17075,1047,717,5265,6514,30.954483,35378.28357,153885.8568,13676,16494
477,U,San Diego,CA,34441,2895,968,20455,9692,33.55272,60127.05177,363442.1929,20519,27655
478,U,San Diego,CA,21552,1331,690,17835,5868,41.453452,52971.75413,329273.0799,19424.44758,24651.31127
479,U,Los Angeles,CA,27889,752,201,23735,6722,35.244924,56442.62656,425625.4453,16913,22657
479,U,Los Angeles,CA,27889,752,201,23735,6722,35.244924,56442.62656,425625.4453,16913,22657
48,U,Sacramento-Stockton,CA,31295,2581,1344,13848,11375,35.592462,48294.53047,231693.5956,21898,27526
480,U,Sacramento-Stockton,CA,81349,13353,1216,7723,29495,39.119372,134954.7197,515984.7883,44068,68499
481,R,Fresno-Visalia,CA,21219,444,413,16697,6339,31.124709,34590.4676,156679.8941,14466,17957
482,U,Los Angeles,CA,29773,2873,628,26170,9007,36.820888,37436.56246,458295.9266,16990,22523
483,U,San Francisco-Oakland-San Jose,CA,45462,9291,947,32057,9182,36.882016,80560.19812,554381.5101,29663.7662,37027.81857
484,U,Los Angeles,CA,56913,4644,3425,16808,18149,33.607894,81176.13394,393785.0276,29567.28648,44047.30027
485,R,Fresno-Visalia,CA,15108,674,156,7114,4998,34.402582,60097.00616,280437.4352,9694.177574,13181.37887
486,R,Bakersfield,CA,17533,216,251,6301,5748,30.12615,33733.72766,123883.1554,11550.97653,14425.76892
487,U,Los Angeles,CA,26675,4856,1220,11469,8562,38.681196,66775.97065,553896.6602,13695,19517
488,U,Los Angeles,CA,30473,4991,2388,19332,8388,35.696955,49426.60043,398952.9146,16824,22348
489,U,San Francisco-Oakland-San Jose,CA,25793,3597,4723,8243,8806,40.322525,75642.29244,328638.2345,18560.00818,23637.02529
49,U,Los Angeles,CA,21014,9288,258,7735,6315,38.614956,56219.28876,496038.7306,13670,18352
490,U,Los Angeles,CA,18450,1756,730,6894,6736,37.548293,81347.0639,491683.2357,11505.60601,16837.30617
491,U,San Diego,CA,48566,2146,2114,8053,21949,36.809362,87807.18272,620606.2431,31467.96364,45155.34295
492,U,San Diego,CA,21610,2171,1563,12812,5298,35.113638,67114.42369,482892.4168,23519.89143,30442.09785
493,U,San Diego,CA,16888,311,699,13404,5234,35.427285,30723.70381,234143.7812,15206,18712
494,U,Los Angeles,CA,18514,1181,782,8677,5909,37.721681,79320.7295,387315.4205,11678.45241,17047.09402
495,U,Sacramento-Stockton,CA,19977,984,345,16394,4905,29.378841,37250.92441,200645.9323,16044,
496,U,San Diego,CA,52802,2042,1105,,21526,40.083027,88640.49144,644262.5814,31480,45351
497,U,Los Angeles,CA,32071,7168,1174,9452,12202,43.780359,96703.58533,547856.4439,18317,28846
498,R,San Diego,CA,19283,933,253,5566,5968,43.13919,-12,556563.0186,14859,20083
498,R,San Diego,CA,19283,933,253,5566,5968,43.13919,-12,556563.0186,14859,20083
499,R,Eureka,CA,33024,862,452,,14346,32.954463,49712.84829,325321.9651,21769,26953
5,U,Tampa-St. Petersburg,FL,23755,320,5507,11492,7732,40.258839,33676.32275,120088.6661,13951.14431,19445.23473
50,U,Los Angeles,CA,24640,406,1206,22443,6667,30.518572,28509.79229,192881.3546,17259,22031
500,U,Las Vegas,NV,21974,1586,2346,6418,8791,39.781478,67767.4494,200593.1745,10913,15223
501,R,Reno,CA,33256,1095,325,7165,14465,43.684911,70580.05752,436144.227,25581,33043
502,U,Los Angeles,CA,18533,1749,278,11081,5933,36.938213,69176.25074,517710.4195,10098,14534
