Location
"     LAT:37.899701,LON:-122.302558    "
"     LAT:33.780221,LON:-118.265935    "
"     LAT:32.749399,LON:-117.099083    "
"     LAT:37.381756,LON:-121.828021    "
"     LAT:36.909336,LON:-121.758535    "
"     LAT:37.79878066,LON:-122.25007456    "
"     LAT:33.960386,LON:-118.308672    "
"     LAT:40.585039,LON:-122.349836    "
"     LAT:33.850048,LON:-118.185214    "
"     LAT:33.810706,LON:-118.105185    "
"     LAT:37.826137,LON:-121.23637    "
"     LAT:37.989502,LON:-121.786356    "
"     LAT:38.751325,LON:-121.307778    "
"     LAT:38.54108893,LON:-121.7319255    "
"     LAT:34.0896,LON:-118.17118    "
"     LAT:33.802685,LON:-117.836201    "
"     LAT:34.20037,LON:-118.431586    "
"     LAT:34.074046,LON:-117.669656    "
"     LAT:33.788734,LON:-117.994004    "
"     LAT:34.016425,LON:-118.406358    "
"     LAT:38.949576,LON:-122.631941    "
"     LAT:37.418035,LON:-121.874293    "
"     LAT:34.135526,LON:-117.295044    "
"     LAT:32.818162,LON:-117.180905    "
"     LAT:38.495352,LON:-121.475269    "
"     LAT:37.318847,LON:-120.494718    "
"     LAT:38.422668,LON:-121.425607    "
"     LAT:34.090708,LON:-117.294563    "
"     LAT:38.785207,LON:-123.013949    "
"     LAT:32.80228426,LON:-117.01322249    "
"     LAT:33.942939,LON:-117.225986    "
"     LAT:34.107065,LON:-117.746751    "
"     LAT:34.471094,LON:-117.328814    "
"     LAT:35.481001,LON:-120.659247    "
"     LAT:33.048338,LON:-117.260431    "
"     LAT:34.10373,LON:-118.086406    "
"     LAT:36.771523,LON:-119.846334    "
"     LAT:33.456459,LON:-117.65768    "
"     LAT:34.14154046,LON:-117.98945631    "
"     LAT:41.765024,LON:-124.196277    "
"     LAT:37.729839,LON:-122.404755    "
"     LAT:37.643052,LON:-122.463296    "
"     LAT:37.742646,LON:-122.48932    "
"     LAT:36.20841,LON:-121.132911    "
"     LAT:38.334954,LON:-121.968442    "
"     LAT:39.027431,LON:-122.91648    "
"     LAT:34.345277,LON:-119.076577    "
"     LAT:33.752159,LON:-118.309529    "
"     LAT:33.734822,LON:-117.86725    "
"     LAT:34.129234,LON:-117.852382    "
"     LAT:37.323921,LON:-121.796985    "
"     LAT:37.357426,LON:-121.819861    "
"     LAT:37.309776,LON:-121.901463    "
"     LAT:38.629302,LON:-121.476208    "
"     LAT:33.898527,LON:-117.564016    "
"     LAT:37.376198,LON:-118.419833    "
"     LAT:33.95202,LON:-116.500756    "
"     LAT:33.89551,LON:-118.223532    "
"     LAT:33.831049,LON:-118.008729    "
"     LAT:33.966276,LON:-118.350802    "
"     LAT:34.009526,LON:-117.961776    "
"     LAT:33.920266,LON:-118.073523    "
"     LAT:33.890386,LON:-118.15246    "
"     LAT:33.973251,LON:-118.072034    "
"     LAT:33.976022,LON:-117.348153    "
"     LAT:33.783143,LON:-118.188948    "
"     LAT:33.837638,LON:-117.887428    "
"     LAT:33.832353,LON:-118.297395    "
"     LAT:33.857607,LON:-118.363503    "
"     LAT:34.060184,LON:-117.18298    "
"     LAT:33.944879,LON:-118.198093    "
"     LAT:33.856956,LON:-118.117559    "
"     LAT:33.988031,LON:-118.186524    "
"     LAT:33.830484,LON:-118.074601    "
"     LAT:33.78991,LON:-117.961035    "
"     LAT:33.973818,LON:-118.291149    "
"     LAT:34.043902,LON:-118.309832    "
"     LAT:34.179323,LON:-118.321155    "
"     LAT:34.270739,LON:-118.741806    "
"     LAT:33.902226,LON:-118.254438    "
"     LAT:33.894076,LON:-118.351917    "
"     LAT:33.974442,LON:-118.247023    "
"     LAT:33.74460588,LON:-117.8182947    "
"     LAT:33.944859,LON:-118.141066    "
"     LAT:34.120391,LON:-118.227321    "
"     LAT:34.061814,LON:-118.018621    "
"     LAT:34.221781,LON:-118.235633    "
"     LAT:33.736197,LON:-118.287583    "
"     LAT:34.026425,LON:-117.894302    "
"     LAT:33.716849,LON:-118.003744    "
"     LAT:34.105755,LON:-117.847174    "
"     LAT:34.108142,LON:-118.032429    "
"     LAT:33.806819,LON:-118.359762    "
"     LAT:34.161932,LON:-118.132915    "
"     LAT:37.766036,LON:-122.407911    "
"     LAT:34.062749,LON:-117.753906    "
"     LAT:38.670257,LON:-121.162575    "
"     LAT:32.603477,LON:-117.065545    "
"     LAT:33.82975,LON:-118.264097    "
"     LAT:33.816275,LON:-116.455911    "
"     LAT:32.833389,LON:-117.200847    "
"     LAT:34.003031,LON:-118.433761    "
"     LAT:38.62095,LON:-121.328011    "
"     LAT:36.953376,LON:-120.058207    "
"     LAT:34.021871,LON:-118.156528    "
"     LAT:39.747253,LON:-121.841723    "
"     LAT:36.69308,LON:-121.653058    "
"     LAT:37.014099,LON:-121.592222    "
"     LAT:34.089299,LON:-117.90833    "
"     LAT:33.144182,LON:-117.200655    "
"     LAT:33.568288,LON:-117.206411    "
"     LAT:33.661238,LON:-117.293944    "
"     LAT:34.201799,LON:-118.592606    "
"     LAT:39.142699,LON:-121.628204    "
"     LAT:38.784056,LON:-121.240086    "
"     LAT:34.033533,LON:-117.046663    "
"     LAT:32.838369,LON:-116.986298    "
"     LAT:33.975283,LON:-118.269944    "
"     LAT:33.81854398,LON:-117.96141849    "
"     LAT:35.506004,LON:-119.278744    "
"     LAT:41.699708,LON:-122.644948    "
"     LAT:35.614734,LON:-120.682407    "
"     LAT:32.74866945,LON:-117.20309585    "
"     LAT:33.621553,LON:-117.700177    "
"     LAT:35.295393,LON:-119.026118    "
"     LAT:37.659592,LON:-121.031615    "
"     LAT:37.057303,LON:-120.854746    "
"     LAT:33.129108,LON:-117.071022    "
"     LAT:37.705949,LON:-121.909566    "
"     LAT:32.668285,LON:-115.499112    "
"     LAT:34.234481,LON:-118.449795    "
"     LAT:38.011573,LON:-121.88633    "
"     LAT:37.690903,LON:-120.993868    "
"     LAT:38.020471,LON:-121.274314    "
"     LAT:36.838023,LON:-121.389065    "
"     LAT:36.777968,LON:-119.755697    "
"     LAT:37.353064,LON:-121.960179    "
"     LAT:37.832372,LON:-122.253351    "
"     LAT:34.063577,LON:-117.717234    "
"     LAT:41.309741,LON:-122.315178    "
"     LAT:37.29775,LON:-120.477529    "
"     LAT:37.360893,LON:-120.599654    "
"     LAT:33.74720211,LON:-116.97911962    "
"     LAT:37.966216,LON:-122.344079    "
"     LAT:33.223425,LON:-117.333165    "
"     LAT:34.005054,LON:-118.309168    "
"     LAT:33.908656,LON:-118.353218    "
"     LAT:34.010968,LON:-118.482204    "
"     LAT:33.889931,LON:-118.124829    "
"     LAT:36.573867,LON:-119.621156    "
"     LAT:33.960688,LON:-117.391503    "
"     LAT:38.481364,LON:-121.40614    "
"     LAT:39.145404,LON:-121.586113    "
"     LAT:36.066345,LON:-119.044987    "
"     LAT:36.97843,LON:-120.073807    "
"     LAT:38.262231,LON:-122.034856    "
"     LAT:37.981509,LON:-122.066733    "
"     LAT:33.91677,LON:-117.242364    "
"     LAT:33.848714,LON:-117.888393    "
"     LAT:33.675086,LON:-116.182149    "
"     LAT:37.355473,LON:-122.016571    "
"     LAT:37.71734,LON:-122.144767    "
"     LAT:39.504874,LON:-121.545669    "
"     LAT:32.807326,LON:-116.956605    "
"     LAT:35.636092,LON:-117.669401    "
"     LAT:34.403987,LON:-118.466279    "
"     LAT:33.725957,LON:-117.886259    "
"     LAT:37.989382,LON:-122.308526    "
"     LAT:37.784159,LON:-122.222273    "
"     LAT:36.736175,LON:-119.729284    "
"     LAT:34.162597,LON:-117.303082    "
"     LAT:34.380094,LON:-118.541439    "
"     LAT:38.583053,LON:-121.316712    "
"     LAT:37.975468,LON:-120.378888    "
"     LAT:33.883349,LON:-117.996908    "
"     LAT:34.92235,LON:-120.436426    "
"     LAT:38.66852,LON:-121.338262    "
"     LAT:37.273735,LON:-121.932565    "
"     LAT:33.217716,LON:-117.226653    "
"     LAT:37.477955,LON:-120.849422    "
"     LAT:38.66249,LON:-121.228475    "
"     LAT:32.574806,LON:-117.067601    "
"     LAT:34.89889,LON:-117.011264    "
"     LAT:32.794571,LON:-116.950568    "
"     LAT:38.614629,LON:-122.872864    "
"     LAT:33.375422,LON:-117.251149    "
"     LAT:40.1655,LON:-122.227578    "
"     LAT:37.568183,LON:-122.024697    "
"     LAT:32.799211,LON:-117.242455    "
"     LAT:32.63999,LON:-117.092625    "
"     LAT:36.705991,LON:-119.574659    "
"     LAT:38.008869,LON:-121.318497    "
"     LAT:38.680139,LON:-121.784973    "
"     LAT:40.611249,LON:-122.380872    "
"     LAT:38.129862,LON:-121.260111    "
"     LAT:36.971633,LON:-121.965472    "
"     LAT:37.332913,LON:-119.659952    "
"     LAT:33.61061218,LON:-114.61141264    "
"     LAT:37.77115,LON:-122.276512    "
"     LAT:37.323736,LON:-121.925379    "
"     LAT:37.72537,LON:-122.434485    "
"     LAT:37.681703,LON:-121.77773    "
"     LAT:37.655569,LON:-122.435975    "
"     LAT:37.300542,LON:-121.951814    "
"     LAT:34.220296,LON:-119.177455    "
"     LAT:37.761075,LON:-121.436627    "
"     LAT:33.864386,LON:-117.542541    "
"     LAT:40.775629,LON:-124.189703    "
"     LAT:33.033179,LON:-116.883692    "
"     LAT:37.76716,LON:-120.844577    "
"     LAT:33.800744,LON:-117.229077    "
"     LAT:32.548743,LON:-117.037453    "
"     LAT:32.957845,LON:-117.127335    "
"     LAT:33.939293,LON:-117.4531    "
"     LAT:39.715288,LON:-121.794219    "
"     LAT:36.757923,LON:-119.817911    "
"     LAT:36.670043,LON:-121.627278    "
"     LAT:34.439452,LON:-119.7507    "
"     LAT:35.339052,LON:-119.019176    "
"     LAT:33.678301,LON:-117.907426    "
"     LAT:33.183005,LON:-117.29116    "
"     LAT:35.408888,LON:-119.021722    "
"     LAT:34.420426,LON:-117.290501    "
"     LAT:32.797045,LON:-115.570593    "
"     LAT:32.776282,LON:-117.017445    "
"     LAT:34.281632,LON:-119.303169    "
"     LAT:35.37634745,LON:-118.94258286    "
"     LAT:33.975259,LON:-117.474111    "
"     LAT:32.791674,LON:-117.08022    "
"     LAT:33.758676,LON:-118.01454    "
"     LAT:33.929024,LON:-116.973383    "
"     LAT:34.107056,LON:-117.374467    "
"     LAT:33.420689,LON:-117.607608    "
"     LAT:32.74765,LON:-116.978039    "
"     LAT:33.76121383,LON:-117.85318821    "
"     LAT:33.715613,LON:-117.956332    "
